instance,arm,success,calls,input_tokens,cache_read,cache_write,output_tokens,cost_usd
matplotlib__matplotlib-24026,A0,1,14,556757,540054,15528,4081,0.285
sympy__sympy-13615,A0,1,20,939126,908800,29783,12805,0.578
django__django-11433,A0,1,41,2160269,2020028,118444,43073,1.4924
sphinx-doc__sphinx-9673,A0,0,64,2934254,2845128,75328,18529,1.079
sympy__sympy-12489,A0,1,51,3069071,3018692,49593,16554,1.3422
sympy__sympy-13551,A0,1,52,2324789,2248528,75497,31548,1.1357
astropy__astropy-8872,A0,0,28,913686,864733,30619,12253,0.4919
django__django-11211,A0,1,53,2340284,2276144,55952,14416,0.9264
django__django-13810,A0,1,40,1927466,1859796,66587,16808,0.8866
sympy__sympy-20801,A0,1,39,1231049,1193997,36368,11283,0.363
matplotlib__matplotlib-25960,A0,1,40,2359756,2304142,54881,31038,1.3648
django__django-11749,A0,0,22,807781,789298,17679,5233,0.384
django__django-14170,A0,0,45,1870248,1766345,81768,16437,0.7811
pylint-dev__pylint-6386,A0,1,47,2769932,2719556,49651,13760,1.2106
sympy__sympy-12096,A0,1,16,615736,600858,14214,2426,0.2719
matplotlib__matplotlib-26466,A0,0,17,643559,630278,12329,2323,0.273
sphinx-doc__sphinx-9229,A0,0,152,11998353,11738041,221193,117998,5.7356
sphinx-doc__sphinx-9658,A0,1,96,5703700,5579338,114524,40483,2.0357
django__django-13406,A0,0,72,3726403,3640960,83880,30726,1.3617
django__django-15022,A0,0,60,3848996,3752055,71287,47647,2.1846
matplotlib__matplotlib-21568,A0,0,63,4193287,4019241,138954,61671,2.4262
sympy__sympy-15976,A0,1,22,1142543,1102638,39002,14074,0.6909
sphinx-doc__sphinx-11510,A0,0,119,10270577,10120823,147395,70342,4.3137
django__django-14034,A0,0,31,1491849,1443426,35421,19089,0.8912
sphinx-doc__sphinx-8035,A0,0,60,3228146,3119419,82906,18616,1.3014
django__django-12193,A0,0,14,450723,436031,14051,2448,0.2221
pydata__xarray-4695,A0,1,59,3026298,2936968,72111,15029,0.73
django__django-13128,A0,1,56,2508247,2428575,65613,15792,0.8002
sympy__sympy-24443,A0,1,29,1521438,1483305,37434,21292,0.9068
django__django-16032,A0,1,88,4877035,4789785,86396,36806,1.9127
django__django-11477,A0,0,59,2794259,2717441,76130,19463,1.0283
pytest-dev__pytest-7205,A0,1,40,1785339,1755172,28241,8476,0.7654
django__django-15732,A0,1,78,6214443,6026733,167587,77072,3.1924
django__django-14007,A0,1,62,2593131,2533389,58769,18672,0.8575
django__django-14792,A0,0,55,3178904,3066758,93374,32611,1.5202
pytest-dev__pytest-5840,A0,0,88,3586928,3525649,60530,20718,1.1521
sphinx-doc__sphinx-9602,A0,0,71,3317633,3238103,78585,32763,1.3614
sphinx-doc__sphinx-10673,A0,1,71,4545582,4438959,105593,39023,2.055
scikit-learn__scikit-learn-13124,A0,1,15,663070,630648,29319,11224,0.4768
django__django-16631,A0,0,49,2230636,2161044,68800,17938,0.8928
django__django-13297,A0,0,51,3015369,2872438,141885,49643,1.873
pydata__xarray-6938,A0,0,36,1814470,1776440,36493,17813,0.9416
sympy__sympy-13757,A0,1,37,1858307,1752250,78602,10191,0.698
pydata__xarray-4356,A0,1,40,2120572,2077556,42303,15918,1.0228
scikit-learn__scikit-learn-25102,A0,1,24,973783,920583,52027,13163,0.5309
django__django-16938,A0,1,31,1349538,1321352,26439,6667,0.6008
sympy__sympy-17318,A0,0,39,2544879,2478746,64696,42980,1.6352
django__django-11532,A0,1,21,868780,849556,17889,4636,0.3955
django__django-16661,A0,1,21,949104,926321,21947,9145,0.4999
django__django-13112,A0,1,120,8190817,8062329,127197,47809,3.0289
sympy__sympy-21930,A0,0,28,1029525,1008150,20688,6607,0.4812
mwaskom__seaborn-3187,A0,0,54,2483774,2429879,52960,23326,1.2803
django__django-15973,A0,0,58,3132762,3074581,55818,16091,1.3801
sympy__sympy-20438,A0,0,63,3633297,3515574,95143,23973,1.3737
pytest-dev__pytest-7324,A0,1,60,2864865,2802036,62113,30769,1.2956
django__django-11087,A0,0,31,1879327,1780250,95404,36257,1.4467
matplotlib__matplotlib-22871,dasein,1,25,611663,558562,52159,10657,0.5258
sphinx-doc__sphinx-8593,dasein,1,75,2470291,2399592,69968,22228,1.3179
django__django-14034,dasein,0,42,1058159,1001699,55576,14600,0.7306
django__django-12663,dasein,0,47,1507113,1437009,68462,24962,1.0672
django__django-11211,dasein,1,54,1657528,1597536,59194,16572,0.9522
astropy__astropy-8707,dasein,0,17,274204,233455,39014,2416,0.2578
sympy__sympy-13551,dasein,1,26,850761,790503,59536,21299,0.7821
django__django-13406,dasein,0,50,1280381,1218687,59939,14458,0.8125
sympy__sympy-12489,dasein,1,73,2314332,2250163,63338,16900,1.1686
django__django-13112,dasein,0,101,3492922,3420450,71256,19397,1.5879
sympy__sympy-23950,dasein,1,44,958982,913490,44733,6306,0.5387
django__django-16899,dasein,1,20,380604,340054,39868,3237,0.3021
matplotlib__matplotlib-26208,dasein,0,96,2007445,1929603,76550,17178,0.8812
django__django-16263,dasein,0,101,3590420,3515917,72799,29127,1.7698
pydata__xarray-6938,dasein,0,38,1024997,966157,57281,14261,0.7232
astropy__astropy-13453,dasein,1,26,627704,575539,49216,6189,0.4589
sympy__sympy-14976,dasein,1,23,369813,328024,41030,4208,0.3177
sympy__sympy-17318,dasein,1,45,1119471,1065967,51932,11666,0.6942
sympy__sympy-18211,dasein,1,50,1020241,970612,48882,9888,0.6251
matplotlib__matplotlib-20488,dasein,1,27,568179,514498,52570,11322,0.5246
django__django-15037,dasein,1,89,3854526,3766303,87526,30488,1.9175
scikit-learn__scikit-learn-25102,dasein,1,43,1387417,1316990,69265,20012,0.9585
django__django-16950,dasein,1,38,888843,818681,69206,25896,0.8964
sphinx-doc__sphinx-9658,dasein,1,49,1611292,1535900,73993,25932,1.1314
django__django-13121,dasein,1,83,2996799,2917356,76867,27675,1.5863
django__django-11749,dasein,0,35,777630,729421,47372,7793,0.5159
sphinx-doc__sphinx-10614,dasein,0,52,1607086,1542927,62680,14626,0.9218
django__django-14170,dasein,0,36,839298,785225,53062,11558,0.611
django__django-11734,dasein,0,101,4673483,4572014,100617,47637,2.466
django__django-14007,dasein,1,64,1832720,1769906,61514,16886,1.0188
django__django-15280,dasein,1,60,2315922,2241423,73212,23615,1.3051
django__django-16454,dasein,0,41,948915,900340,47473,7076,0.5576
sphinx-doc__sphinx-8548,dasein,0,73,2285963,2221036,64289,15357,1.1397
sympy__sympy-22456,dasein,1,101,5177993,5076364,100882,55514,2.7362
matplotlib__matplotlib-26466,dasein,0,16,290698,250609,39118,2353,0.2601
django__django-16032,dasein,1,45,1084788,1020885,62687,22119,0.8768
django__django-15973,dasein,1,50,1509199,1443671,63147,11147,0.8443
django__django-13837,dasein,1,38,981934,922953,58068,17219,0.7557
sympy__sympy-13615,dasein,1,45,1291391,1231631,59172,16579,0.8418
sympy__sympy-23413,dasein,1,76,5307742,5024742,282320,147855,4.786
psf__requests-5414,dasein,1,42,985944,934868,50079,9257,0.6101
matplotlib__matplotlib-21568,dasein,0,15,282853,241482,40463,3564,0.2804
sympy__sympy-20438,dasein,0,45,1153425,1098380,54038,8894,0.6686
sympy__sympy-15599,dasein,1,43,1712034,1618666,92144,51328,1.6047
django__django-16631,dasein,0,65,1332153,1279202,51328,10057,0.732
sphinx-doc__sphinx-10435,dasein,1,29,704147,650245,52498,11945,0.5753
django__django-16938,dasein,0,42,941320,893094,46380,6102,0.5389
astropy__astropy-8872,dasein,0,32,716099,670418,44872,5986,0.4616
sympy__sympy-15976,dasein,1,30,794193,737021,56241,13595,0.6387
mwaskom__seaborn-3187,dasein,0,44,1161713,1102183,58575,16718,0.8039
matplotlib__matplotlib-20826,dasein,1,54,1746310,1669885,75129,28637,1.2161
django__django-15268,dasein,1,73,2055150,1993142,60985,14704,1.0503
django__django-11141,dasein,0,40,831516,783968,46856,8545,0.5412
matplotlib__matplotlib-24177,dasein,1,33,1034574,970221,63279,22511,0.8692
scikit-learn__scikit-learn-13124,dasein,1,11,217064,170433,43511,2953,0.268
django__django-11087,dasein,0,41,1538749,1449851,85110,31007,1.2306
django__django-11477,dasein,0,67,1677989,1619885,57531,14042,0.9141
sphinx-doc__sphinx-7440,dasein,1,95,3528622,3450288,77484,28572,1.7568
django__django-11555,dasein,1,47,1216293,1160533,54953,13338,0.7567
pytest-dev__pytest-7324,dasein,1,59,1620611,1563017,56837,14968,0.9088
django__django-15022,dasein,1,42,991524,938624,52025,11276,0.6484
django__django-16661,dasein,1,25,603259,555472,46927,9309,0.4848
sphinx-doc__sphinx-8035,dasein,1,73,1616629,1548497,67375,11973,0.7898
sympy__sympy-24443,dasein,1,20,479451,430790,47951,10935,0.4752
pydata__xarray-4356,dasein,1,11,189312,151252,37356,1928,0.2165
sympy__sympy-20801,dasein,1,19,357262,316868,39735,3695,0.3015
django__django-11292,dasein,1,27,511544,469472,41505,3656,0.353
pydata__xarray-4966,dasein,1,39,917372,865542,49826,6344,0.5477
sphinx-doc__sphinx-11510,dasein,0,61,1707348,1629931,74754,27213,1.1855
astropy__astropy-13033,dasein,0,38,998359,945557,51541,10339,0.6358
pytest-dev__pytest-7205,dasein,1,41,919397,869023,48427,5795,0.5351
django__django-13810,dasein,1,49,1286545,1228006,57492,14354,0.8024
pylint-dev__pylint-6386,dasein,1,63,1974186,1909881,63544,15968,1.0531
pydata__xarray-6992,dasein,0,19,386827,340985,44889,7696,0.3889
django__django-12754,dasein,1,53,1493449,1436987,55720,12694,0.8327
sympy__sympy-21612,dasein,0,42,1627295,1546947,79569,37929,1.3337
django__django-13297,dasein,1,44,1323375,1259123,63294,23425,0.9693
pydata__xarray-4695,dasein,1,33,759283,709889,47506,6160,0.4892
pytest-dev__pytest-5840,dasein,0,63,1923433,1859626,63087,46963,1.5011
matplotlib__matplotlib-24026,dasein,1,14,281180,238113,41872,4584,0.3008
sphinx-doc__sphinx-9229,dasein,0,141,5439066,5313243,123810,47786,2.5489
astropy__astropy-13977,dasein,0,20,411476,367457,42486,3196,0.3221
django__django-11532,dasein,1,33,687596,642078,44152,5222,0.4406
django__django-11433,dasein,1,45,1273525,1205842,67024,27582,1.0288
sphinx-doc__sphinx-10673,dasein,1,81,2741339,2673077,67303,18884,1.3404
django__django-14122,dasein,1,60,1545260,1488591,55734,11792,0.8353
django__django-12193,dasein,1,22,407360,366531,40159,3721,0.3184
sympy__sympy-12096,dasein,1,19,361372,316302,44154,7378,0.3739
sphinx-doc__sphinx-9602,dasein,0,34,878593,820985,56707,15310,0.6913
sphinx-doc__sphinx-9673,dasein,1,40,906081,858062,47138,6474,0.5339
django__django-13128,dasein,1,28,659772,612165,46999,5364,0.4422
astropy__astropy-13236,dasein,0,101,3417847,3345732,71017,21238,1.5919
pylint-dev__pylint-4604,dasein,0,90,2079299,1997319,80969,20303,0.9068
sympy__sympy-21930,dasein,0,33,502436,459528,42200,5263,0.3772
matplotlib__matplotlib-25960,dasein,0,42,1165697,1103980,60962,17407,0.8232
pylint-dev__pylint-6528,dasein,1,81,2497726,2430049,64315,16238,1.2239
sympy__sympy-13757,dasein,1,42,878346,831884,45773,7531,0.5362
django__django-15732,dasein,0,55,1505917,1443301,61936,17286,0.9266
astropy__astropy-13579,dasein,1,29,866743,806794,57766,14185,0.678
django__django-14792,dasein,0,62,2176065,2103738,71109,25077,1.2776
matplotlib__matplotlib-24177,woz,1,47,3666378,3586905,79411,37733,1.94
django__django-11087,woz,0,31,2199444,2055496,143906,42266,1.7904
psf__requests-5414,woz,1,10,359123,331130,27978,4594,0.2732
matplotlib__matplotlib-25960,woz,0,22,1303653,1253672,49948,17106,0.8201
matplotlib__matplotlib-24026,woz,1,14,608317,580172,28129,3513,0.3323
django__django-13406,woz,0,32,1202670,1101816,79578,19511,0.7806
sphinx-doc__sphinx-11510,woz,0,40,2455881,2348848,105043,29155,1.5419
astropy__astropy-13236,woz,0,109,9274566,9076884,194702,96112,4.8344
sympy__sympy-12096,woz,1,19,867103,833636,33442,11033,0.5411
matplotlib__matplotlib-20826,woz,0,39,3057560,2932459,125049,51183,2.1166
sympy__sympy-13757,woz,1,23,1037097,992179,44874,10813,0.5911
mwaskom__seaborn-3187,woz,0,35,2196578,2126934,69604,30554,1.3575
pylint-dev__pylint-4604,woz,0,79,5905371,5802421,101512,41561,2.7491
django__django-16950,woz,0,34,2458840,2360247,95611,49095,1.812
pytest-dev__pytest-5840,woz,0,25,1273405,1223748,49621,18103,0.8249
sphinx-doc__sphinx-10435,woz,1,34,1616578,1550521,63873,16263,0.8499
sympy__sympy-22456,woz,1,58,5180681,5040075,140536,99854,3.5371
django__django-16263,woz,0,109,9863315,9604694,256800,139912,5.8488
sphinx-doc__sphinx-8035,woz,1,38,2140800,2068559,72195,30354,1.3467
django__django-11555,woz,1,40,3375654,3128609,246991,119990,3.6648
django__django-13297,woz,0,27,1537664,1447319,90308,30289,1.2273
django__django-11141,woz,0,14,683144,641812,41310,12012,0.5277
sphinx-doc__sphinx-8593,woz,1,72,4903222,4827425,75715,26093,2.1238
sphinx-doc__sphinx-9658,woz,1,53,4185203,4038569,146558,60016,2.6616
sympy__sympy-21612,woz,1,42,4322263,4157802,164408,94919,3.2878
pydata__xarray-6992,woz,0,7,296602,273715,22875,1287,0.1872
pylint-dev__pylint-6528,woz,0,51,2447190,2349025,97926,32694,1.3024
django__django-12193,woz,0,20,777235,745506,31708,6012,0.4328
django__django-13112,woz,1,77,7224751,7084654,139904,57310,3.4145
sympy__sympy-23950,woz,1,9,345406,322155,23238,2207,0.2169
django__django-14034,woz,0,14,683308,650830,32455,7711,0.4327
sphinx-doc__sphinx-10673,woz,0,50,3165996,3087935,77044,26874,1.6215
django__django-11292,woz,1,34,1712627,1642218,70111,12101,0.8285
sympy__sympy-14976,woz,1,23,866478,806313,60094,8488,0.4327
sympy__sympy-24443,woz,1,13,608497,575195,33285,8709,0.4281
sphinx-doc__sphinx-9229,woz,0,72,6081686,5841852,215389,110053,4.1823
astropy__astropy-13453,woz,1,9,398032,363271,34746,3433,0.2908
django__django-11749,woz,0,18,841855,801617,40209,11674,0.5665
django__django-12754,woz,1,34,1720554,1645577,72847,15070,0.8824
django__django-16661,woz,1,16,711884,678134,33729,10277,0.4841
astropy__astropy-13033,woz,0,17,871249,831794,39431,12578,0.5861
sphinx-doc__sphinx-7440,woz,1,44,2370881,2298172,72616,22747,1.2158
sympy__sympy-18211,woz,1,38,1588142,1515561,72453,13297,0.6446
django__django-13810,woz,1,23,1100601,1026271,74297,15380,0.8173
django__django-16631,woz,0,22,967028,931776,35222,5025,0.4871
astropy__astropy-13579,woz,1,13,596265,519594,76638,15146,0.6469
sympy__sympy-17318,woz,1,29,1445439,1397877,47528,20904,0.9113
matplotlib__matplotlib-26208,woz,0,49,2959947,2886709,73183,26238,1.5342
django__django-16032,woz,1,64,2589358,2498471,90625,41083,1.3976
matplotlib__matplotlib-21568,woz,0,34,1943937,1840427,103474,27969,1.3598
django__django-13837,woz,1,16,701172,666024,35125,8989,0.4664
sympy__sympy-13551,woz,1,21,883060,812820,70170,20000,0.6882
pydata__xarray-4356,woz,1,28,1438669,1397529,41105,14107,0.7851
django__django-13128,woz,1,47,3127805,3035161,92583,40120,1.8597
scikit-learn__scikit-learn-25102,woz,1,25,1214038,1152953,58642,13123,0.705
sympy__sympy-20438,woz,0,29,1243265,1186627,56557,12999,0.6732
django__django-15268,woz,1,33,1210565,1113452,96990,15005,0.7228
django__django-14792,woz,0,45,2843744,2683397,128417,52409,1.9662
django__django-11211,woz,1,42,2267263,2192991,74020,20274,1.1535
sympy__sympy-15976,woz,1,16,743964,705603,38339,11681,0.5307
django__django-11477,woz,0,31,1843426,1777323,66064,31601,1.2551
django__django-15037,woz,1,13,617227,561258,55948,20877,0.6914
pydata__xarray-4695,woz,1,28,745701,700260,45333,6239,0.3179
sympy__sympy-13615,woz,1,37,2764213,2692019,72148,39274,1.6674
sphinx-doc__sphinx-9673,woz,0,34,1740867,1670346,70447,13389,0.8599
sphinx-doc__sphinx-9602,woz,0,44,2436405,2353617,82680,19182,1.1612
astropy__astropy-8872,woz,0,17,717997,687226,30749,4883,0.3948
django__django-13121,woz,1,43,2495727,2424587,71091,28823,1.4265
sympy__sympy-23413,woz,1,20,1346111,1216298,129771,78883,1.9868
sphinx-doc__sphinx-10614,woz,0,28,2250030,2119255,130737,84363,2.3916
astropy__astropy-13977,woz,0,26,1009540,972206,37299,7856,0.5495
django__django-15280,woz,0,44,2356381,2233080,122490,36256,1.4323
sympy__sympy-21930,woz,0,31,1952522,1894709,57771,23407,1.1363
django__django-15022,woz,0,45,2542155,2439605,102290,53545,1.7728
sympy__sympy-20801,woz,1,22,681255,632306,48866,5761,0.3181
django__django-11433,woz,1,23,1299290,1184572,114686,41318,1.4053
django__django-16454,woz,1,34,1822978,1777190,45747,18624,0.9842
sympy__sympy-12489,woz,0,22,795428,753349,42018,9271,0.4438
pydata__xarray-4966,woz,1,54,3542960,3442316,100584,37437,1.9716
django__django-15973,woz,0,60,4066608,3937821,107665,46448,2.3452
django__django-11734,woz,0,52,4355966,4086888,268932,120608,3.8169
matplotlib__matplotlib-22871,woz,1,17,909647,872023,37592,9341,0.5428
django__django-12663,woz,0,42,2136011,2058450,76374,39233,1.496
django__django-15732,woz,0,39,2485363,2408682,76632,34718,1.5309
django__django-14122,woz,1,32,1448269,1404955,42315,9381,0.7239
pytest-dev__pytest-7324,woz,1,13,680341,603945,76378,25948,0.8569
scikit-learn__scikit-learn-13124,woz,1,11,490580,446584,43980,9693,0.4443
matplotlib__matplotlib-20488,woz,1,30,2962676,2767348,177621,115991,3.2893
django__django-16899,woz,1,8,344855,320469,24371,2379,0.2233
sphinx-doc__sphinx-8548,woz,0,72,4539009,4409913,128468,39774,2.136
matplotlib__matplotlib-26466,woz,0,14,627670,601632,26013,3793,0.335
django__django-14007,woz,1,34,1164494,1113384,50991,13623,0.6104
astropy__astropy-8707,woz,0,17,615378,544283,70563,5265,0.4413
pylint-dev__pylint-6386,woz,1,36,2270905,2179259,58337,17923,1.2413
django__django-11532,woz,1,24,923441,880856,42562,15978,0.6636
pytest-dev__pytest-7205,woz,1,6,169985,145893,24083,1101,0.1506
django__django-16938,woz,1,27,1182956,1142269,40652,7615,0.6095
pydata__xarray-6938,woz,0,21,1039028,969030,69951,19250,0.7942
django__django-14170,woz,0,27,1316144,1266494,49601,10444,0.6821
sympy__sympy-15599,woz,1,16,795893,716532,79338,28864,0.9455
django__django-16661,headroom,1,23,1022668,983576,37593,9459,0.5824
matplotlib__matplotlib-26466,headroom,0,24,946330,921115,23595,3059,0.4156
django__django-11749,headroom,0,31,1297947,1237173,59298,7865,0.7159
astropy__astropy-13236,headroom,0,42,1740210,1594996,143447,14541,0.9675
pydata__xarray-4695,headroom,1,33,1340579,1301045,37007,5002,0.6117
django__django-11555,headroom,1,77,4665633,4084987,579134,63740,3.8628
pytest-dev__pytest-7205,headroom,1,69,3445458,3290635,152207,14396,1.7818
pydata__xarray-6938,headroom,0,20,865134,823390,39562,8325,0.5268
django__django-16631,headroom,0,72,3970851,3519972,449435,41170,3.0542
sphinx-doc__sphinx-8548,headroom,0,88,4335143,4009857,323821,32095,2.0806
pydata__xarray-4356,headroom,1,43,2319081,2189259,128445,18323,1.4174
django__django-15022,headroom,0,72,5518614,4943802,523705,75635,4.7349
mwaskom__seaborn-3187,headroom,1,117,6086188,5503116,581322,37321,3.9506
sympy__sympy-21612,headroom,0,53,4271207,3863846,319835,132226,4.6045
matplotlib__matplotlib-21568,headroom,0,46,1983929,1738002,244237,30581,1.5607
django__django-14170,headroom,0,37,1652327,1494632,155905,22475,1.2038
django__django-13128,headroom,1,51,2226398,1999383,225627,17599,1.2316
django__django-16032,headroom,1,72,4308405,4022072,284779,55450,2.6982
django__django-13297,headroom,1,27,1138711,1046074,91056,10531,0.818
sympy__sympy-24443,headroom,1,18,741778,695516,44915,11973,0.5607
django__django-15268,headroom,1,61,2997813,2700812,295321,26130,1.9696
astropy__astropy-13579,headroom,1,51,2427376,2238474,160618,25264,1.4116
sphinx-doc__sphinx-9229,headroom,0,155,10650121,8665165,1952975,82383,10.2474
sympy__sympy-20801,headroom,1,39,1514186,1362512,150238,10791,0.5522
matplotlib__matplotlib-20488,headroom,1,33,2034898,1842060,170423,32111,1.7406
django__django-13837,headroom,1,22,892928,852699,38692,6208,0.4986
pylint-dev__pylint-6528,headroom,0,134,8847706,8334813,510944,46635,4.7412
matplotlib__matplotlib-26208,headroom,0,105,6469623,5707225,760288,40696,4.4712
psf__requests-5414,headroom,1,28,1131456,1092174,37660,9304,0.6133
astropy__astropy-13977,headroom,0,20,841436,783235,33821,7020,0.5402
pydata__xarray-6992,headroom,0,15,604538,571388,31519,5430,0.376
pytest-dev__pytest-5840,headroom,0,84,4237535,4028056,207988,38325,2.0017
sphinx-doc__sphinx-10673,headroom,1,95,5550697,5072823,476164,38467,3.1691
django__django-11141,headroom,0,29,1054568,959888,93307,8306,0.5597
django__django-15732,headroom,1,107,6820297,5699936,1100762,83611,6.3932
django__django-15973,headroom,0,104,6787196,6432576,351553,32434,3.7438
django__django-15037,headroom,1,88,5330190,4697313,631367,46021,3.7721
sympy__sympy-12489,headroom,0,45,1683975,1581838,100197,13878,0.8027
matplotlib__matplotlib-24177,headroom,1,88,5778588,4703183,1073525,54505,5.8465
pydata__xarray-4966,headroom,1,50,2752508,2571880,177972,20890,1.7603
django__django-11292,headroom,1,73,3451468,3258309,191832,20239,1.7554
django__django-14122,headroom,1,36,1363628,1271471,90114,10291,0.5223
sphinx-doc__sphinx-8035,headroom,1,79,3778107,3602414,151119,30633,1.9129
django__django-12754,headroom,1,66,2911967,2717770,176632,20773,1.4388
scikit-learn__scikit-learn-13124,headroom,1,13,547532,507043,36687,10440,0.4577
scikit-learn__scikit-learn-25102,headroom,1,106,6685368,6477646,205780,26784,2.7607
sphinx-doc__sphinx-11510,headroom,0,82,4921724,4569884,348851,46560,3.0212
sympy__sympy-17318,headroom,0,16,628155,592742,33336,6825,0.4114
django__django-16899,headroom,1,16,634691,602850,30522,2788,0.3411
matplotlib__matplotlib-25960,headroom,1,45,2538432,2390891,146142,25263,1.6484
sympy__sympy-23950,headroom,1,36,1338307,1299559,37361,8250,0.6579
django__django-12663,headroom,0,107,10461313,10012619,371440,116111,6.3701
matplotlib__matplotlib-22871,headroom,1,34,1698062,1619992,76478,12782,0.9693
sphinx-doc__sphinx-9602,headroom,0,115,6085173,5870043,213469,42065,2.5283
sphinx-doc__sphinx-8593,headroom,1,81,3986427,3701190,256442,26128,2.1929
sympy__sympy-20438,headroom,0,43,1959999,1799065,159237,19940,1.2538
sympy__sympy-12096,headroom,1,19,824802,779907,43567,11017,0.5666
django__django-13112,headroom,1,78,6278626,5286368,971765,78520,6.0382
sphinx-doc__sphinx-9658,headroom,1,66,3260935,3026090,232692,22733,1.8671
django__django-16938,headroom,1,44,2015103,1968654,43995,8401,0.889
sympy__sympy-22456,headroom,1,75,4847739,4562814,248369,53654,3.2147
django__django-12193,headroom,1,24,911627,874525,35791,5538,0.4836
sympy__sympy-18211,headroom,1,64,3714808,2960538,752747,25007,3.4739
astropy__astropy-13033,headroom,0,23,1034222,980619,51716,12333,0.6788
django__django-16263,headroom,0,119,8533319,8137807,394050,83080,4.9398
django__django-11734,headroom,0,143,9194430,8713390,479323,64268,4.6034
pytest-dev__pytest-7324,headroom,1,21,834965,728433,105213,20035,0.8007
django__django-13121,headroom,1,75,4727386,4279537,446283,40122,3.564
sympy__sympy-13551,headroom,1,54,2626546,2431895,193160,33635,1.5954
sympy__sympy-13757,headroom,1,53,2484296,2298990,121562,18177,1.5105
sympy__sympy-15599,headroom,1,25,1261903,1155650,104406,26680,1.144
django__django-14792,headroom,0,45,2365178,2080173,283341,31973,2.1
django__django-11211,headroom,1,54,2033785,1940240,84682,13588,0.6483
sphinx-doc__sphinx-10435,headroom,1,43,1784176,1517979,225534,22183,1.3223
django__django-13406,headroom,0,77,5169240,5053400,91778,30243,2.386
astropy__astropy-13453,headroom,1,41,1396030,1307534,84858,7432,0.5557
sphinx-doc__sphinx-9673,headroom,0,89,4849335,4512453,322396,27019,2.4929
django__django-14034,headroom,0,38,1999409,1941621,56267,20720,1.1089
django__django-11433,headroom,0,75,4199148,3706655,476244,53248,3.1055
matplotlib__matplotlib-20826,headroom,0,145,12542908,11221711,1133343,125344,9.608
sympy__sympy-21930,headroom,0,33,1109566,1043279,64856,7112,0.4277
